Electoral_District,Electoral_District_Name,Polling_Station_Number,Polling_Station_Name,Electors_for_Polling_Station,Candidate_Family_Name,Candidate_Middle_Name,Candidate_First_Name,Political_Affiliation_Name_English,Incumbent_Indicator,Elected_Candidate_Indicator,Candidate_Poll_Votes_Count
35001,Ajax,131,Ajax,471,Brown,,Stephanie,NDP-New Democratic Party,N,N,19
35001,Ajax,131,Ajax,471,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,131,Ajax,471,Holland,,Mark,Liberal,N,Y,118
35001,Ajax,131,Ajax,471,Kesic,,Bob,United Party,N,N,1
35001,Ajax,132,Ajax,488,Alexander,,Chris,Conservative,Y,N,51
35001,Ajax,132,Ajax,488,Brown,,Stephanie,NDP-New Democratic Party,N,N,27
35001,Ajax,132,Ajax,488,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,132,Ajax,488,Holland,,Mark,Liberal,N,Y,132
35001,Ajax,132,Ajax,488,Kesic,,Bob,United Party,N,N,0
35001,Ajax,133,Ajax,452,Alexander,,Chris,Conservative,Y,N,47
35001,Ajax,133,Ajax,452,Brown,,Stephanie,NDP-New Democratic Party,N,N,18
35001,Ajax,133,Ajax,452,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,133,Ajax,452,Holland,,Mark,Liberal,N,Y,133
35001,Ajax,133,Ajax,452,Kesic,,Bob,United Party,N,N,0
35001,Ajax,134,Ajax,358,Alexander,,Chris,Conservative,Y,N,53
35001,Ajax,134,Ajax,358,Brown,,Stephanie,NDP-New Democratic Party,N,N,13
35001,Ajax,134,Ajax,358,Hill,,Jeff,Green Party,N,N,0
35001,Ajax,134,Ajax,358,Holland,,Mark,Liberal,N,Y,100
35001,Ajax,134,Ajax,358,Kesic,,Bob,United Party,N,N,1
35001,Ajax,135,Ajax,427,Alexander,,Chris,Conservative,Y,N,51
35001,Ajax,135,Ajax,427,Brown,,Stephanie,NDP-New Democratic Party,N,N,19
35001,Ajax,135,Ajax,427,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,135,Ajax,427,Holland,,Mark,Liberal,N,Y,154
35001,Ajax,135,Ajax,427,Kesic,,Bob,United Party,N,N,0
35001,Ajax,136,Ajax,398,Alexander,,Chris,Conservative,Y,N,79
35001,Ajax,136,Ajax,398,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,136,Ajax,398,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,136,Ajax,398,Holland,,Mark,Liberal,N,Y,115
35001,Ajax,136,Ajax,398,Kesic,,Bob,United Party,N,N,1
35001,Ajax,137,Ajax,488,Alexander,,Chris,Conservative,Y,N,106
35001,Ajax,137,Ajax,488,Brown,,Stephanie,NDP-New Democratic Party,N,N,17
35001,Ajax,137,Ajax,488,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,137,Ajax,488,Holland,,Mark,Liberal,N,Y,124
35001,Ajax,137,Ajax,488,Kesic,,Bob,United Party,N,N,1
35001,Ajax,138,Ajax,368,Alexander,,Chris,Conservative,Y,N,76
35001,Ajax,138,Ajax,368,Brown,,Stephanie,NDP-New Democratic Party,N,N,23
35001,Ajax,138,Ajax,368,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,138,Ajax,368,Holland,,Mark,Liberal,N,Y,101
35001,Ajax,138,Ajax,368,Kesic,,Bob,United Party,N,N,0
35001,Ajax,139,Ajax,450,Alexander,,Chris,Conservative,Y,N,107
35001,Ajax,139,Ajax,450,Brown,,Stephanie,NDP-New Democratic Party,N,N,37
35001,Ajax,139,Ajax,450,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,139,Ajax,450,Holland,,Mark,Liberal,N,Y,122
35001,Ajax,139,Ajax,450,Kesic,,Bob,United Party,N,N,0
35001,Ajax,140,Ajax,386,Alexander,,Chris,Conservative,Y,N,77
35001,Ajax,140,Ajax,386,Brown,,Stephanie,NDP-New Democratic Party,N,N,41
35001,Ajax,140,Ajax,386,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,140,Ajax,386,Holland,,Mark,Liberal,N,Y,102
35001,Ajax,140,Ajax,386,Kesic,,Bob,United Party,N,N,0
35001,Ajax,141,Ajax,385,Alexander,,Chris,Conservative,Y,N,77
35001,Ajax,141,Ajax,385,Brown,,Stephanie,NDP-New Democratic Party,N,N,31
35001,Ajax,141,Ajax,385,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,141,Ajax,385,Holland,,Mark,Liberal,N,Y,89
35001,Ajax,141,Ajax,385,Kesic,,Bob,United Party,N,N,1
35001,Ajax,142,Ajax,477,Alexander,,Chris,Conservative,Y,N,74
35001,Ajax,142,Ajax,477,Brown,,Stephanie,NDP-New Democratic Party,N,N,38
35001,Ajax,142,Ajax,477,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,142,Ajax,477,Holland,,Mark,Liberal,N,Y,97
35001,Ajax,142,Ajax,477,Kesic,,Bob,United Party,N,N,1
35001,Ajax,143,Ajax,471,Alexander,,Chris,Conservative,Y,N,75
35001,Ajax,143,Ajax,471,Brown,,Stephanie,NDP-New Democratic Party,N,N,33
35001,Ajax,143,Ajax,471,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,143,Ajax,471,Holland,,Mark,Liberal,N,Y,85
35001,Ajax,143,Ajax,471,Kesic,,Bob,United Party,N,N,0
35001,Ajax,144,Ajax,483,Alexander,,Chris,Conservative,Y,N,90
35001,Ajax,144,Ajax,483,Brown,,Stephanie,NDP-New Democratic Party,N,N,37
35001,Ajax,144,Ajax,483,Hill,,Jeff,Green Party,N,N,9
35001,Ajax,144,Ajax,483,Holland,,Mark,Liberal,N,Y,96
35001,Ajax,144,Ajax,483,Kesic,,Bob,United Party,N,N,0
35001,Ajax,145,Ajax,440,Alexander,,Chris,Conservative,Y,N,66
35001,Ajax,145,Ajax,440,Brown,,Stephanie,NDP-New Democratic Party,N,N,19
35001,Ajax,145,Ajax,440,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,145,Ajax,440,Holland,,Mark,Liberal,N,Y,128
35001,Ajax,145,Ajax,440,Kesic,,Bob,United Party,N,N,1
35001,Ajax,146,Ajax,397,Alexander,,Chris,Conservative,Y,N,71
35001,Ajax,146,Ajax,397,Brown,,Stephanie,NDP-New Democratic Party,N,N,23
35001,Ajax,146,Ajax,397,Hill,,Jeff,Green Party,N,N,9
35001,Ajax,146,Ajax,397,Holland,,Mark,Liberal,N,Y,79
35001,Ajax,146,Ajax,397,Kesic,,Bob,United Party,N,N,0
35001,Ajax,147,Ajax,491,Alexander,,Chris,Conservative,Y,N,82
35001,Ajax,147,Ajax,491,Brown,,Stephanie,NDP-New Democratic Party,N,N,33
35001,Ajax,147,Ajax,491,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,147,Ajax,491,Holland,,Mark,Liberal,N,Y,116
35001,Ajax,147,Ajax,491,Kesic,,Bob,United Party,N,N,0
35001,Ajax,148,Ajax,411,Alexander,,Chris,Conservative,Y,N,80
35001,Ajax,148,Ajax,411,Brown,,Stephanie,NDP-New Democratic Party,N,N,13
35001,Ajax,148,Ajax,411,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,148,Ajax,411,Holland,,Mark,Liberal,N,Y,130
35001,Ajax,148,Ajax,411,Kesic,,Bob,United Party,N,N,0
35001,Ajax,149,Ajax,552,Alexander,,Chris,Conservative,Y,N,104
35001,Ajax,149,Ajax,552,Brown,,Stephanie,NDP-New Democratic Party,N,N,23
35001,Ajax,149,Ajax,552,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,149,Ajax,552,Holland,,Mark,Liberal,N,Y,165
35001,Ajax,149,Ajax,552,Kesic,,Bob,United Party,N,N,0
35001,Ajax,150,Ajax,482,Alexander,,Chris,Conservative,Y,N,107
35001,Ajax,150,Ajax,482,Brown,,Stephanie,NDP-New Democratic Party,N,N,34
35001,Ajax,150,Ajax,482,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,150,Ajax,482,Holland,,Mark,Liberal,N,Y,134
35001,Ajax,150,Ajax,482,Kesic,,Bob,United Party,N,N,0
35001,Ajax,151,Ajax,444,Alexander,,Chris,Conservative,Y,N,83
35001,Ajax,151,Ajax,444,Brown,,Stephanie,NDP-New Democratic Party,N,N,9
35001,Ajax,151,Ajax,444,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,151,Ajax,444,Holland,,Mark,Liberal,N,Y,130
35001,Ajax,151,Ajax,444,Kesic,,Bob,United Party,N,N,1
35001,Ajax,152,Ajax,396,Alexander,,Chris,Conservative,Y,N,93
35001,Ajax,152,Ajax,396,Brown,,Stephanie,NDP-New Democratic Party,N,N,18
35001,Ajax,152,Ajax,396,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,152,Ajax,396,Holland,,Mark,Liberal,N,Y,106
35001,Ajax,152,Ajax,396,Kesic,,Bob,United Party,N,N,0
35001,Ajax,153,Ajax,383,Alexander,,Chris,Conservative,Y,N,89
35001,Ajax,153,Ajax,383,Brown,,Stephanie,NDP-New Democratic Party,N,N,27
35001,Ajax,153,Ajax,383,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,153,Ajax,383,Holland,,Mark,Liberal,N,Y,124
35001,Ajax,153,Ajax,383,Kesic,,Bob,United Party,N,N,0
35001,Ajax,154,Ajax,387,Alexander,,Chris,Conservative,Y,N,103
35001,Ajax,154,Ajax,387,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,154,Ajax,387,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,154,Ajax,387,Holland,,Mark,Liberal,N,Y,80
35001,Ajax,154,Ajax,387,Kesic,,Bob,United Party,N,N,0
35001,Ajax,155,Ajax,373,Alexander,,Chris,Conservative,Y,N,59
35001,Ajax,155,Ajax,373,Brown,,Stephanie,NDP-New Democratic Party,N,N,23
35001,Ajax,155,Ajax,373,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,155,Ajax,373,Holland,,Mark,Liberal,N,Y,86
35001,Ajax,155,Ajax,373,Kesic,,Bob,United Party,N,N,1
35001,Ajax,156,Ajax,382,Alexander,,Chris,Conservative,Y,N,65
35001,Ajax,156,Ajax,382,Brown,,Stephanie,NDP-New Democratic Party,N,N,23
35001,Ajax,156,Ajax,382,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,156,Ajax,382,Holland,,Mark,Liberal,N,Y,112
35001,Ajax,156,Ajax,382,Kesic,,Bob,United Party,N,N,2
35001,Ajax,157,Ajax,382,Alexander,,Chris,Conservative,Y,N,54
35001,Ajax,157,Ajax,382,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,157,Ajax,382,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,157,Ajax,382,Holland,,Mark,Liberal,N,Y,101
35001,Ajax,157,Ajax,382,Kesic,,Bob,United Party,N,N,0
35001,Ajax,158,Ajax,415,Alexander,,Chris,Conservative,Y,N,135
35001,Ajax,158,Ajax,415,Brown,,Stephanie,NDP-New Democratic Party,N,N,11
35001,Ajax,158,Ajax,415,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,158,Ajax,415,Holland,,Mark,Liberal,N,Y,103
35001,Ajax,158,Ajax,415,Kesic,,Bob,United Party,N,N,0
35001,Ajax,159,Ajax,476,Alexander,,Chris,Conservative,Y,N,103
35001,Ajax,159,Ajax,476,Brown,,Stephanie,NDP-New Democratic Party,N,N,19
35001,Ajax,159,Ajax,476,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,159,Ajax,476,Holland,,Mark,Liberal,N,Y,120
35001,Ajax,159,Ajax,476,Kesic,,Bob,United Party,N,N,0
35001,Ajax,160,Ajax,506,Alexander,,Chris,Conservative,Y,N,112
35001,Ajax,160,Ajax,506,Brown,,Stephanie,NDP-New Democratic Party,N,N,26
35001,Ajax,160,Ajax,506,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,160,Ajax,506,Holland,,Mark,Liberal,N,Y,119
35001,Ajax,160,Ajax,506,Kesic,,Bob,United Party,N,N,0
35001,Ajax,161,Ajax,430,Alexander,,Chris,Conservative,Y,N,76
35001,Ajax,161,Ajax,430,Brown,,Stephanie,NDP-New Democratic Party,N,N,21
35001,Ajax,161,Ajax,430,Hill,,Jeff,Green Party,N,N,11
35001,Ajax,161,Ajax,430,Holland,,Mark,Liberal,N,Y,118
35001,Ajax,161,Ajax,430,Kesic,,Bob,United Party,N,N,0
35001,Ajax,162,Ajax,431,Alexander,,Chris,Conservative,Y,N,110
35001,Ajax,162,Ajax,431,Brown,,Stephanie,NDP-New Democratic Party,N,N,11
35001,Ajax,162,Ajax,431,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,162,Ajax,431,Holland,,Mark,Liberal,N,Y,93
35001,Ajax,162,Ajax,431,Kesic,,Bob,United Party,N,N,0
35001,Ajax,163,Ajax,514,Alexander,,Chris,Conservative,Y,N,68
35001,Ajax,163,Ajax,514,Brown,,Stephanie,NDP-New Democratic Party,N,N,23
35001,Ajax,163,Ajax,514,Hill,,Jeff,Green Party,N,N,0
35001,Ajax,163,Ajax,514,Holland,,Mark,Liberal,N,Y,121
35001,Ajax,163,Ajax,514,Kesic,,Bob,United Party,N,N,0
35001,Ajax,164,Ajax,382,Alexander,,Chris,Conservative,Y,N,43
35001,Ajax,164,Ajax,382,Brown,,Stephanie,NDP-New Democratic Party,N,N,22
35001,Ajax,164,Ajax,382,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,164,Ajax,382,Holland,,Mark,Liberal,N,Y,94
35001,Ajax,164,Ajax,382,Kesic,,Bob,United Party,N,N,0
35001,Ajax,165,Ajax,488,Alexander,,Chris,Conservative,Y,N,81
35001,Ajax,165,Ajax,488,Brown,,Stephanie,NDP-New Democratic Party,N,N,29
35001,Ajax,165,Ajax,488,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,165,Ajax,488,Holland,,Mark,Liberal,N,Y,131
35001,Ajax,165,Ajax,488,Kesic,,Bob,United Party,N,N,0
35001,Ajax,166,Ajax,431,Alexander,,Chris,Conservative,Y,N,84
35001,Ajax,166,Ajax,431,Brown,,Stephanie,NDP-New Democratic Party,N,N,23
35001,Ajax,166,Ajax,431,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,166,Ajax,431,Holland,,Mark,Liberal,N,Y,120
35001,Ajax,166,Ajax,431,Kesic,,Bob,United Party,N,N,0
35001,Ajax,167,Ajax,416,Alexander,,Chris,Conservative,Y,N,85
35001,Ajax,167,Ajax,416,Brown,,Stephanie,NDP-New Democratic Party,N,N,31
35001,Ajax,167,Ajax,416,Hill,,Jeff,Green Party,N,N,12
35001,Ajax,167,Ajax,416,Holland,,Mark,Liberal,N,Y,111
35001,Ajax,167,Ajax,416,Kesic,,Bob,United Party,N,N,0
35001,Ajax, 168A,Ajax,325,Alexander,,Chris,Conservative,Y,N,78
35001,Ajax, 168A,Ajax,325,Brown,,Stephanie,NDP-New Democratic Party,N,N,16
35001,Ajax, 168A,Ajax,325,Hill,,Jeff,Green Party,N,N,3
35001,Ajax, 168A,Ajax,325,Holland,,Mark,Liberal,N,Y,77
35001,Ajax, 168A,Ajax,325,Kesic,,Bob,United Party,N,N,0
35001,Ajax, 168B,Ajax,343,Alexander,,Chris,Conservative,Y,N,75
35001,Ajax, 168B,Ajax,343,Brown,,Stephanie,NDP-New Democratic Party,N,N,29
35001,Ajax, 168B,Ajax,343,Hill,,Jeff,Green Party,N,N,7
35001,Ajax, 168B,Ajax,343,Holland,,Mark,Liberal,N,Y,78
35001,Ajax, 168B,Ajax,343,Kesic,,Bob,United Party,N,N,0
35001,Ajax,169,Ajax,416,Alexander,,Chris,Conservative,Y,N,109
35001,Ajax,169,Ajax,416,Brown,,Stephanie,NDP-New Democratic Party,N,N,24
35001,Ajax,169,Ajax,416,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,169,Ajax,416,Holland,,Mark,Liberal,N,Y,132
35001,Ajax,169,Ajax,416,Kesic,,Bob,United Party,N,N,0
35001,Ajax,170,Ajax,380,Alexander,,Chris,Conservative,Y,N,92
35001,Ajax,170,Ajax,380,Brown,,Stephanie,NDP-New Democratic Party,N,N,24
35001,Ajax,170,Ajax,380,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,170,Ajax,380,Holland,,Mark,Liberal,N,Y,99
35001,Ajax,170,Ajax,380,Kesic,,Bob,United Party,N,N,0
35001,Ajax,171,Ajax,437,Alexander,,Chris,Conservative,Y,N,95
35001,Ajax,171,Ajax,437,Brown,,Stephanie,NDP-New Democratic Party,N,N,30
35001,Ajax,171,Ajax,437,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,171,Ajax,437,Holland,,Mark,Liberal,N,Y,103
35001,Ajax,171,Ajax,437,Kesic,,Bob,United Party,N,N,1
35001,Ajax,172,Ajax,417,Alexander,,Chris,Conservative,Y,N,86
35001,Ajax,172,Ajax,417,Brown,,Stephanie,NDP-New Democratic Party,N,N,21
35001,Ajax,172,Ajax,417,Hill,,Jeff,Green Party,N,N,8
35001,Ajax,172,Ajax,417,Holland,,Mark,Liberal,N,Y,116
35001,Ajax,172,Ajax,417,Kesic,,Bob,United Party,N,N,0
35001,Ajax,173,Ajax,388,Alexander,,Chris,Conservative,Y,N,86
35001,Ajax,173,Ajax,388,Brown,,Stephanie,NDP-New Democratic Party,N,N,19
35001,Ajax,173,Ajax,388,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,173,Ajax,388,Holland,,Mark,Liberal,N,Y,103
35001,Ajax,173,Ajax,388,Kesic,,Bob,United Party,N,N,1
35001,Ajax,174,Ajax,382,Alexander,,Chris,Conservative,Y,N,79
35001,Ajax,174,Ajax,382,Brown,,Stephanie,NDP-New Democratic Party,N,N,17
35001,Ajax,174,Ajax,382,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,174,Ajax,382,Holland,,Mark,Liberal,N,Y,99
35001,Ajax,174,Ajax,382,Kesic,,Bob,United Party,N,N,0
35001,Ajax,175,Ajax,502,Alexander,,Chris,Conservative,Y,N,112
35001,Ajax,175,Ajax,502,Brown,,Stephanie,NDP-New Democratic Party,N,N,27
35001,Ajax,175,Ajax,502,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,175,Ajax,502,Holland,,Mark,Liberal,N,Y,133
35001,Ajax,175,Ajax,502,Kesic,,Bob,United Party,N,N,0
35001,Ajax,176,Ajax,436,Alexander,,Chris,Conservative,Y,N,78
35001,Ajax,176,Ajax,436,Brown,,Stephanie,NDP-New Democratic Party,N,N,33
35001,Ajax,176,Ajax,436,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,176,Ajax,436,Holland,,Mark,Liberal,N,Y,115
35001,Ajax,176,Ajax,436,Kesic,,Bob,United Party,N,N,0
35001,Ajax,177,Ajax,446,Alexander,,Chris,Conservative,Y,N,94
35001,Ajax,177,Ajax,446,Brown,,Stephanie,NDP-New Democratic Party,N,N,19
35001,Ajax,177,Ajax,446,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,177,Ajax,446,Holland,,Mark,Liberal,N,Y,96
35001,Ajax,177,Ajax,446,Kesic,,Bob,United Party,N,N,0
35001,Ajax,178,Ajax,391,Alexander,,Chris,Conservative,Y,N,76
35001,Ajax,178,Ajax,391,Brown,,Stephanie,NDP-New Democratic Party,N,N,18
35001,Ajax,178,Ajax,391,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,178,Ajax,391,Holland,,Mark,Liberal,N,Y,128
35001,Ajax,178,Ajax,391,Kesic,,Bob,United Party,N,N,0
35001,Ajax,179,Ajax,475,Alexander,,Chris,Conservative,Y,N,116
35001,Ajax,179,Ajax,475,Brown,,Stephanie,NDP-New Democratic Party,N,N,20
35001,Ajax,179,Ajax,475,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,179,Ajax,475,Holland,,Mark,Liberal,N,Y,128
35001,Ajax,179,Ajax,475,Kesic,,Bob,United Party,N,N,1
35001,Ajax,180,Ajax,436,Alexander,,Chris,Conservative,Y,N,120
35001,Ajax,180,Ajax,436,Brown,,Stephanie,NDP-New Democratic Party,N,N,24
35001,Ajax,180,Ajax,436,Hill,,Jeff,Green Party,N,N,8
35001,Ajax,180,Ajax,436,Holland,,Mark,Liberal,N,Y,131
35001,Ajax,180,Ajax,436,Kesic,,Bob,United Party,N,N,1
35001,Ajax,181,Ajax,338,Alexander,,Chris,Conservative,Y,N,94
35001,Ajax,181,Ajax,338,Brown,,Stephanie,NDP-New Democratic Party,N,N,22
35001,Ajax,181,Ajax,338,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,181,Ajax,338,Holland,,Mark,Liberal,N,Y,85
35001,Ajax,181,Ajax,338,Kesic,,Bob,United Party,N,N,0
35001,Ajax,182,Ajax,455,Alexander,,Chris,Conservative,Y,N,88
35001,Ajax,182,Ajax,455,Brown,,Stephanie,NDP-New Democratic Party,N,N,11
35001,Ajax,182,Ajax,455,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,182,Ajax,455,Holland,,Mark,Liberal,N,Y,94
35001,Ajax,182,Ajax,455,Kesic,,Bob,United Party,N,N,0
35001,Ajax,183,Ajax,493,Alexander,,Chris,Conservative,Y,N,135
35001,Ajax,183,Ajax,493,Brown,,Stephanie,NDP-New Democratic Party,N,N,25
35001,Ajax,183,Ajax,493,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,183,Ajax,493,Holland,,Mark,Liberal,N,Y,140
35001,Ajax,183,Ajax,493,Kesic,,Bob,United Party,N,N,0
35001,Ajax,184,Ajax,369,Alexander,,Chris,Conservative,Y,N,122
35001,Ajax,184,Ajax,369,Brown,,Stephanie,NDP-New Democratic Party,N,N,10
35001,Ajax,184,Ajax,369,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,184,Ajax,369,Holland,,Mark,Liberal,N,Y,93
35001,Ajax,184,Ajax,369,Kesic,,Bob,United Party,N,N,0
35001,Ajax,400,Ajax,329,Alexander,,Chris,Conservative,Y,N,53
35001,Ajax,400,Ajax,329,Brown,,Stephanie,NDP-New Democratic Party,N,N,32
35001,Ajax,400,Ajax,329,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,400,Ajax,329,Holland,,Mark,Liberal,N,Y,133
35001,Ajax,400,Ajax,329,Kesic,,Bob,United Party,N,N,0
35001,Ajax,401,Ajax,292,Alexander,,Chris,Conservative,Y,N,82
35001,Ajax,401,Ajax,292,Brown,,Stephanie,NDP-New Democratic Party,N,N,14
35001,Ajax,401,Ajax,292,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,401,Ajax,292,Holland,,Mark,Liberal,N,Y,94
35001,Ajax,401,Ajax,292,Kesic,,Bob,United Party,N,N,0
35001,Ajax,402,Ajax,330,Alexander,,Chris,Conservative,Y,N,68
35001,Ajax,402,Ajax,330,Brown,,Stephanie,NDP-New Democratic Party,N,N,35
35001,Ajax,402,Ajax,330,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,402,Ajax,330,Holland,,Mark,Liberal,N,Y,110
35001,Ajax,402,Ajax,330,Kesic,,Bob,United Party,N,N,0
35001,Ajax,403,Ajax,311,Alexander,,Chris,Conservative,Y,N,75
35001,Ajax,403,Ajax,311,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,403,Ajax,311,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,403,Ajax,311,Holland,,Mark,Liberal,N,Y,108
35001,Ajax,403,Ajax,311,Kesic,,Bob,United Party,N,N,1
35001,Ajax,404,Ajax,279,Alexander,,Chris,Conservative,Y,N,94
35001,Ajax,404,Ajax,279,Brown,,Stephanie,NDP-New Democratic Party,N,N,25
35001,Ajax,404,Ajax,279,Hill,,Jeff,Green Party,N,N,9
35001,Ajax,404,Ajax,279,Holland,,Mark,Liberal,N,Y,91
35001,Ajax,404,Ajax,279,Kesic,,Bob,United Party,N,N,0
35001,Ajax,500,Mobile poll/Bureau itinérant,181,Alexander,,Chris,Conservative,Y,N,75
35001,Ajax,500,Mobile poll/Bureau itinérant,181,Brown,,Stephanie,NDP-New Democratic Party,N,N,14
35001,Ajax,500,Mobile poll/Bureau itinérant,181,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,500,Mobile poll/Bureau itinérant,181,Holland,,Mark,Liberal,N,Y,63
35001,Ajax,500,Mobile poll/Bureau itinérant,181,Kesic,,Bob,United Party,N,N,2
35001,Ajax,501,Mobile poll/Bureau itinérant,296,Alexander,,Chris,Conservative,Y,N,65
35001,Ajax,501,Mobile poll/Bureau itinérant,296,Brown,,Stephanie,NDP-New Democratic Party,N,N,22
35001,Ajax,501,Mobile poll/Bureau itinérant,296,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,501,Mobile poll/Bureau itinérant,296,Holland,,Mark,Liberal,N,Y,72
35001,Ajax,501,Mobile poll/Bureau itinérant,296,Kesic,,Bob,United Party,N,N,1
35001,Ajax,600,Ajax,0,Alexander,,Chris,Conservative,Y,N,382
35001,Ajax,600,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,63
35001,Ajax,600,Ajax,0,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,600,Ajax,0,Holland,,Mark,Liberal,N,Y,617
35001,Ajax,600,Ajax,0,Kesic,,Bob,United Party,N,N,2
35001,Ajax,601,Ajax,0,Alexander,,Chris,Conservative,Y,N,274
35001,Ajax,601,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,53
35001,Ajax,601,Ajax,0,Hill,,Jeff,Green Party,N,N,8
35001,Ajax,601,Ajax,0,Holland,,Mark,Liberal,N,Y,488
35001,Ajax,601,Ajax,0,Kesic,,Bob,United Party,N,N,0
35001,Ajax,602,Ajax,0,Alexander,,Chris,Conservative,Y,N,341
35001,Ajax,602,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,64
35001,Ajax,602,Ajax,0,Hill,,Jeff,Green Party,N,N,10
35001,Ajax,602,Ajax,0,Holland,,Mark,Liberal,N,Y,712
35001,Ajax,602,Ajax,0,Kesic,,Bob,United Party,N,N,2
35001,Ajax,603,Ajax,0,Alexander,,Chris,Conservative,Y,N,237
35001,Ajax,603,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,55
35001,Ajax,603,Ajax,0,Hill,,Jeff,Green Party,N,N,8
35001,Ajax,603,Ajax,0,Holland,,Mark,Liberal,N,Y,449
35001,Ajax,603,Ajax,0,Kesic,,Bob,United Party,N,N,3
35001,Ajax,604,Ajax,0,Alexander,,Chris,Conservative,Y,N,310
35001,Ajax,604,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,58
35001,Ajax,604,Ajax,0,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,604,Ajax,0,Holland,,Mark,Liberal,N,Y,562
35001,Ajax,604,Ajax,0,Kesic,,Bob,United Party,N,N,0
35001,Ajax,605,Ajax,0,Alexander,,Chris,Conservative,Y,N,304
35001,Ajax,605,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,59
35001,Ajax,605,Ajax,0,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,605,Ajax,0,Holland,,Mark,Liberal,N,Y,720
35001,Ajax,605,Ajax,0,Kesic,,Bob,United Party,N,N,1
35001,Ajax,606,Ajax,0,Alexander,,Chris,Conservative,Y,N,305
35001,Ajax,606,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,62
35001,Ajax,606,Ajax,0,Hill,,Jeff,Green Party,N,N,9
35001,Ajax,606,Ajax,0,Holland,,Mark,Liberal,N,Y,551
35001,Ajax,606,Ajax,0,Kesic,,Bob,United Party,N,N,2
35001,Ajax,607,Ajax,0,Alexander,,Chris,Conservative,Y,N,410
35001,Ajax,607,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,69
