Electoral_District,Electoral_District_Name,Polling_Station_Number,Polling_Station_Name,Electors_for_Polling_Station,Candidate_Family_Name,Candidate_Middle_Name,Candidate_First_Name,Political_Affiliation_Name_English,Incumbent_Indicator,Elected_Candidate_Indicator,Candidate_Poll_Votes_Count
35001,Ajax,63,Ajax,486,Kesic,,Bob,United Party,N,N,1
35001,Ajax,64,Ajax,396,Alexander,,Chris,Conservative,Y,N,67
35001,Ajax,64,Ajax,396,Brown,,Stephanie,NDP-New Democratic Party,N,N,9
35001,Ajax,64,Ajax,396,Hill,,Jeff,Green Party,N,N,0
35001,Ajax,64,Ajax,396,Holland,,Mark,Liberal,N,Y,140
35001,Ajax,64,Ajax,396,Kesic,,Bob,United Party,N,N,0
35001,Ajax,65,Ajax,488,Alexander,,Chris,Conservative,Y,N,48
35001,Ajax,65,Ajax,488,Brown,,Stephanie,NDP-New Democratic Party,N,N,25
35001,Ajax,65,Ajax,488,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,65,Ajax,488,Holland,,Mark,Liberal,N,Y,159
35001,Ajax,65,Ajax,488,Kesic,,Bob,United Party,N,N,0
35001,Ajax,66,Ajax,516,Alexander,,Chris,Conservative,Y,N,71
35001,Ajax,66,Ajax,516,Brown,,Stephanie,NDP-New Democratic Party,N,N,13
35001,Ajax,66,Ajax,516,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,66,Ajax,516,Holland,,Mark,Liberal,N,Y,142
35001,Ajax,66,Ajax,516,Kesic,,Bob,United Party,N,N,0
35001,Ajax,67,Ajax,497,Alexander,,Chris,Conservative,Y,N,56
35001,Ajax,67,Ajax,497,Brown,,Stephanie,NDP-New Democratic Party,N,N,14
35001,Ajax,67,Ajax,497,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,67,Ajax,497,Holland,,Mark,Liberal,N,Y,119
35001,Ajax,67,Ajax,497,Kesic,,Bob,United Party,N,N,1
35001,Ajax, 68A,Ajax,437,Alexander,,Chris,Conservative,Y,N,74
35001,Ajax, 68A,Ajax,437,Brown,,Stephanie,NDP-New Democratic Party,N,N,23
35001,Ajax, 68A,Ajax,437,Hill,,Jeff,Green Party,N,N,2
35001,Ajax, 68A,Ajax,437,Holland,,Mark,Liberal,N,Y,124
35001,Ajax, 68A,Ajax,437,Kesic,,Bob,United Party,N,N,1
35001,Ajax, 68B,Ajax,365,Alexander,,Chris,Conservative,Y,N,45
35001,Ajax, 68B,Ajax,365,Brown,,Stephanie,NDP-New Democratic Party,N,N,14
35001,Ajax, 68B,Ajax,365,Hill,,Jeff,Green Party,N,N,1
35001,Ajax, 68B,Ajax,365,Holland,,Mark,Liberal,N,Y,102
35001,Ajax, 68B,Ajax,365,Kesic,,Bob,United Party,N,N,0
35001,Ajax,69,Ajax,484,Alexander,,Chris,Conservative,Y,N,104
35001,Ajax,69,Ajax,484,Brown,,Stephanie,NDP-New Democratic Party,N,N,10
35001,Ajax,69,Ajax,484,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,69,Ajax,484,Holland,,Mark,Liberal,N,Y,123
35001,Ajax,69,Ajax,484,Kesic,,Bob,United Party,N,N,0
35001,Ajax,70,Ajax,441,Alexander,,Chris,Conservative,Y,N,92
35001,Ajax,70,Ajax,441,Brown,,Stephanie,NDP-New Democratic Party,N,N,12
35001,Ajax,70,Ajax,441,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,70,Ajax,441,Holland,,Mark,Liberal,N,Y,122
35001,Ajax,70,Ajax,441,Kesic,,Bob,United Party,N,N,0
35001,Ajax,71,Ajax,407,Alexander,,Chris,Conservative,Y,N,101
35001,Ajax,71,Ajax,407,Brown,,Stephanie,NDP-New Democratic Party,N,N,12
35001,Ajax,71,Ajax,407,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,71,Ajax,407,Holland,,Mark,Liberal,N,Y,94
35001,Ajax,71,Ajax,407,Kesic,,Bob,United Party,N,N,1
35001,Ajax,72,Ajax,445,Alexander,,Chris,Conservative,Y,N,115
35001,Ajax,72,Ajax,445,Brown,,Stephanie,NDP-New Democratic Party,N,N,7
35001,Ajax,72,Ajax,445,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,72,Ajax,445,Holland,,Mark,Liberal,N,Y,131
35001,Ajax,72,Ajax,445,Kesic,,Bob,United Party,N,N,0
35001,Ajax,73,Ajax,451,Alexander,,Chris,Conservative,Y,N,107
35001,Ajax,73,Ajax,451,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,73,Ajax,451,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,73,Ajax,451,Holland,,Mark,Liberal,N,Y,127
35001,Ajax,73,Ajax,451,Kesic,,Bob,United Party,N,N,0
35001,Ajax,74,Ajax,423,Alexander,,Chris,Conservative,Y,N,94
35001,Ajax,74,Ajax,423,Brown,,Stephanie,NDP-New Democratic Party,N,N,16
35001,Ajax,74,Ajax,423,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,74,Ajax,423,Holland,,Mark,Liberal,N,Y,136
35001,Ajax,74,Ajax,423,Kesic,,Bob,United Party,N,N,0
35001,Ajax,75,Ajax,444,Alexander,,Chris,Conservative,Y,N,66
35001,Ajax,75,Ajax,444,Brown,,Stephanie,NDP-New Democratic Party,N,N,19
35001,Ajax,75,Ajax,444,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,75,Ajax,444,Holland,,Mark,Liberal,N,Y,111
35001,Ajax,75,Ajax,444,Kesic,,Bob,United Party,N,N,0
35001,Ajax,76,Ajax,478,Alexander,,Chris,Conservative,Y,N,82
35001,Ajax,76,Ajax,478,Brown,,Stephanie,NDP-New Democratic Party,N,N,18
35001,Ajax,76,Ajax,478,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,76,Ajax,478,Holland,,Mark,Liberal,N,Y,136
35001,Ajax,76,Ajax,478,Kesic,,Bob,United Party,N,N,0
35001,Ajax,77,Ajax,539,Alexander,,Chris,Conservative,Y,N,92
35001,Ajax,77,Ajax,539,Brown,,Stephanie,NDP-New Democratic Party,N,N,29
35001,Ajax,77,Ajax,539,Hill,,Jeff,Green Party,N,N,8
35001,Ajax,77,Ajax,539,Holland,,Mark,Liberal,N,Y,141
35001,Ajax,77,Ajax,539,Kesic,,Bob,United Party,N,N,0
35001,Ajax,78,Ajax,439,Alexander,,Chris,Conservative,Y,N,75
35001,Ajax,78,Ajax,439,Brown,,Stephanie,NDP-New Democratic Party,N,N,20
35001,Ajax,78,Ajax,439,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,78,Ajax,439,Holland,,Mark,Liberal,N,Y,126
35001,Ajax,78,Ajax,439,Kesic,,Bob,United Party,N,N,0
35001,Ajax,79,Ajax,434,Alexander,,Chris,Conservative,Y,N,85
35001,Ajax,79,Ajax,434,Brown,,Stephanie,NDP-New Democratic Party,N,N,19
35001,Ajax,79,Ajax,434,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,79,Ajax,434,Holland,,Mark,Liberal,N,Y,121
35001,Ajax,79,Ajax,434,Kesic,,Bob,United Party,N,N,0
35001,Ajax,80,Ajax,498,Alexander,,Chris,Conservative,Y,N,78
35001,Ajax,80,Ajax,498,Brown,,Stephanie,NDP-New Democratic Party,N,N,25
35001,Ajax,80,Ajax,498,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,80,Ajax,498,Holland,,Mark,Liberal,N,Y,148
35001,Ajax,80,Ajax,498,Kesic,,Bob,United Party,N,N,0
35001,Ajax,81,Ajax,512,Alexander,,Chris,Conservative,Y,N,84
35001,Ajax,81,Ajax,512,Brown,,Stephanie,NDP-New Democratic Party,N,N,24
35001,Ajax,81,Ajax,512,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,81,Ajax,512,Holland,,Mark,Liberal,N,Y,133
35001,Ajax,81,Ajax,512,Kesic,,Bob,United Party,N,N,0
35001,Ajax,82,Ajax,458,Alexander,,Chris,Conservative,Y,N,103
35001,Ajax,82,Ajax,458,Brown,,Stephanie,NDP-New Democratic Party,N,N,29
35001,Ajax,82,Ajax,458,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,82,Ajax,458,Holland,,Mark,Liberal,N,Y,139
35001,Ajax,82,Ajax,458,Kesic,,Bob,United Party,N,N,0
35001,Ajax,83,Ajax,529,Alexander,,Chris,Conservative,Y,N,99
35001,Ajax,83,Ajax,529,Brown,,Stephanie,NDP-New Democratic Party,N,N,26
35001,Ajax,83,Ajax,529,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,83,Ajax,529,Holland,,Mark,Liberal,N,Y,141
35001,Ajax,83,Ajax,529,Kesic,,Bob,United Party,N,N,0
35001,Ajax,84,Ajax,440,Alexander,,Chris,Conservative,Y,N,81
35001,Ajax,84,Ajax,440,Brown,,Stephanie,NDP-New Democratic Party,N,N,25
35001,Ajax,84,Ajax,440,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,84,Ajax,440,Holland,,Mark,Liberal,N,Y,121
35001,Ajax,84,Ajax,440,Kesic,,Bob,United Party,N,N,0
35001,Ajax,85,Ajax,504,Alexander,,Chris,Conservative,Y,N,75
35001,Ajax,85,Ajax,504,Brown,,Stephanie,NDP-New Democratic Party,N,N,29
35001,Ajax,85,Ajax,504,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,85,Ajax,504,Holland,,Mark,Liberal,N,Y,137
35001,Ajax,85,Ajax,504,Kesic,,Bob,United Party,N,N,0
35001,Ajax,86,Ajax,483,Alexander,,Chris,Conservative,Y,N,92
35001,Ajax,86,Ajax,483,Brown,,Stephanie,NDP-New Democratic Party,N,N,30
35001,Ajax,86,Ajax,483,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,86,Ajax,483,Holland,,Mark,Liberal,N,Y,126
35001,Ajax,86,Ajax,483,Kesic,,Bob,United Party,N,N,0
35001,Ajax,87,Ajax,475,Alexander,,Chris,Conservative,Y,N,90
35001,Ajax,87,Ajax,475,Brown,,Stephanie,NDP-New Democratic Party,N,N,26
35001,Ajax,87,Ajax,475,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,87,Ajax,475,Holland,,Mark,Liberal,N,Y,127
35001,Ajax,87,Ajax,475,Kesic,,Bob,United Party,N,N,0
35001,Ajax,88,Ajax,524,Alexander,,Chris,Conservative,Y,N,111
35001,Ajax,88,Ajax,524,Brown,,Stephanie,NDP-New Democratic Party,N,N,27
35001,Ajax,88,Ajax,524,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,88,Ajax,524,Holland,,Mark,Liberal,N,Y,135
35001,Ajax,88,Ajax,524,Kesic,,Bob,United Party,N,N,0
35001,Ajax,89,Ajax,541,Alexander,,Chris,Conservative,Y,N,97
35001,Ajax,89,Ajax,541,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,89,Ajax,541,Hill,,Jeff,Green Party,N,N,8
35001,Ajax,89,Ajax,541,Holland,,Mark,Liberal,N,Y,142
35001,Ajax,89,Ajax,541,Kesic,,Bob,United Party,N,N,0
35001,Ajax,90,Ajax,448,Alexander,,Chris,Conservative,Y,N,66
35001,Ajax,90,Ajax,448,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,90,Ajax,448,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,90,Ajax,448,Holland,,Mark,Liberal,N,Y,116
35001,Ajax,90,Ajax,448,Kesic,,Bob,United Party,N,N,1
35001,Ajax, 91A,Ajax,490,Alexander,,Chris,Conservative,Y,N,77
35001,Ajax, 91A,Ajax,490,Brown,,Stephanie,NDP-New Democratic Party,N,N,9
35001,Ajax, 91A,Ajax,490,Hill,,Jeff,Green Party,N,N,2
35001,Ajax, 91A,Ajax,490,Holland,,Mark,Liberal,N,Y,142
35001,Ajax, 91A,Ajax,490,Kesic,,Bob,United Party,N,N,0
35001,Ajax, 91B,Mobile poll/Bureau itinérant,73,Alexander,,Chris,Conservative,Y,N,0
35001,Ajax, 91B,Mobile poll/Bureau itinérant,73,Brown,,Stephanie,NDP-New Democratic Party,N,N,0
35001,Ajax, 91B,Mobile poll/Bureau itinérant,73,Hill,,Jeff,Green Party,N,N,0
35001,Ajax, 91B,Mobile poll/Bureau itinérant,73,Holland,,Mark,Liberal,N,Y,0
35001,Ajax, 91B,Mobile poll/Bureau itinérant,73,Kesic,,Bob,United Party,N,N,0
35001,Ajax,92,Ajax,436,Alexander,,Chris,Conservative,Y,N,69
35001,Ajax,92,Ajax,436,Brown,,Stephanie,NDP-New Democratic Party,N,N,21
35001,Ajax,92,Ajax,436,Hill,,Jeff,Green Party,N,N,8
35001,Ajax,92,Ajax,436,Holland,,Mark,Liberal,N,Y,146
35001,Ajax,92,Ajax,436,Kesic,,Bob,United Party,N,N,1
35001,Ajax,93,Ajax,395,Alexander,,Chris,Conservative,Y,N,52
35001,Ajax,93,Ajax,395,Brown,,Stephanie,NDP-New Democratic Party,N,N,17
35001,Ajax,93,Ajax,395,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,93,Ajax,395,Holland,,Mark,Liberal,N,Y,103
35001,Ajax,93,Ajax,395,Kesic,,Bob,United Party,N,N,1
35001,Ajax,94,Ajax,395,Alexander,,Chris,Conservative,Y,N,59
35001,Ajax,94,Ajax,395,Brown,,Stephanie,NDP-New Democratic Party,N,N,20
35001,Ajax,94,Ajax,395,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,94,Ajax,395,Holland,,Mark,Liberal,N,Y,117
35001,Ajax,94,Ajax,395,Kesic,,Bob,United Party,N,N,0
35001,Ajax,95,Ajax,497,Alexander,,Chris,Conservative,Y,N,62
35001,Ajax,95,Ajax,497,Brown,,Stephanie,NDP-New Democratic Party,N,N,22
35001,Ajax,95,Ajax,497,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,95,Ajax,497,Holland,,Mark,Liberal,N,Y,138
35001,Ajax,95,Ajax,497,Kesic,,Bob,United Party,N,N,0
35001,Ajax,96,Ajax,447,Alexander,,Chris,Conservative,Y,N,86
35001,Ajax,96,Ajax,447,Brown,,Stephanie,NDP-New Democratic Party,N,N,21
35001,Ajax,96,Ajax,447,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,96,Ajax,447,Holland,,Mark,Liberal,N,Y,92
35001,Ajax,96,Ajax,447,Kesic,,Bob,United Party,N,N,0
35001,Ajax,97,Ajax,407,Alexander,,Chris,Conservative,Y,N,42
35001,Ajax,97,Ajax,407,Brown,,Stephanie,NDP-New Democratic Party,N,N,8
35001,Ajax,97,Ajax,407,Hill,,Jeff,Green Party,N,N,0
35001,Ajax,97,Ajax,407,Holland,,Mark,Liberal,N,Y,141
35001,Ajax,97,Ajax,407,Kesic,,Bob,United Party,N,N,0
35001,Ajax,98,Ajax,447,Alexander,,Chris,Conservative,Y,N,82
35001,Ajax,98,Ajax,447,Brown,,Stephanie,NDP-New Democratic Party,N,N,6
35001,Ajax,98,Ajax,447,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,98,Ajax,447,Holland,,Mark,Liberal,N,Y,122
35001,Ajax,98,Ajax,447,Kesic,,Bob,United Party,N,N,0
35001,Ajax,99,Ajax,435,Alexander,,Chris,Conservative,Y,N,70
35001,Ajax,99,Ajax,435,Brown,,Stephanie,NDP-New Democratic Party,N,N,11
35001,Ajax,99,Ajax,435,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,99,Ajax,435,Holland,,Mark,Liberal,N,Y,153
35001,Ajax,99,Ajax,435,Kesic,,Bob,United Party,N,N,0
35001,Ajax,100,Ajax,495,Alexander,,Chris,Conservative,Y,N,101
35001,Ajax,100,Ajax,495,Brown,,Stephanie,NDP-New Democratic Party,N,N,14
35001,Ajax,100,Ajax,495,Hill,,Jeff,Green Party,N,N,0
35001,Ajax,100,Ajax,495,Holland,,Mark,Liberal,N,Y,112
35001,Ajax,100,Ajax,495,Kesic,,Bob,United Party,N,N,0
35001,Ajax,101,Ajax,402,Alexander,,Chris,Conservative,Y,N,75
35001,Ajax,101,Ajax,402,Brown,,Stephanie,NDP-New Democratic Party,N,N,14
35001,Ajax,101,Ajax,402,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,101,Ajax,402,Holland,,Mark,Liberal,N,Y,118
35001,Ajax,101,Ajax,402,Kesic,,Bob,United Party,N,N,0
35001,Ajax,102,Ajax,382,Alexander,,Chris,Conservative,Y,N,73
35001,Ajax,102,Ajax,382,Brown,,Stephanie,NDP-New Democratic Party,N,N,16
35001,Ajax,102,Ajax,382,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,102,Ajax,382,Holland,,Mark,Liberal,N,Y,85
35001,Ajax,102,Ajax,382,Kesic,,Bob,United Party,N,N,0
35001,Ajax,103,Ajax,320,Alexander,,Chris,Conservative,Y,N,54
35001,Ajax,103,Ajax,320,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,103,Ajax,320,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,103,Ajax,320,Holland,,Mark,Liberal,N,Y,94
35001,Ajax,103,Ajax,320,Kesic,,Bob,United Party,N,N,1
35001,Ajax,104,Ajax,324,Alexander,,Chris,Conservative,Y,N,49
35001,Ajax,104,Ajax,324,Brown,,Stephanie,NDP-New Democratic Party,N,N,8
35001,Ajax,104,Ajax,324,Hill,,Jeff,Green Party,N,N,0
35001,Ajax,104,Ajax,324,Holland,,Mark,Liberal,N,Y,73
35001,Ajax,104,Ajax,324,Kesic,,Bob,United Party,N,N,0
35001,Ajax,105,Ajax,386,Alexander,,Chris,Conservative,Y,N,42
35001,Ajax,105,Ajax,386,Brown,,Stephanie,NDP-New Democratic Party,N,N,18
35001,Ajax,105,Ajax,386,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,105,Ajax,386,Holland,,Mark,Liberal,N,Y,117
35001,Ajax,105,Ajax,386,Kesic,,Bob,United Party,N,N,0
35001,Ajax,106,Ajax,507,Alexander,,Chris,Conservative,Y,N,75
35001,Ajax,106,Ajax,507,Brown,,Stephanie,NDP-New Democratic Party,N,N,22
35001,Ajax,106,Ajax,507,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,106,Ajax,507,Holland,,Mark,Liberal,N,Y,171
35001,Ajax,106,Ajax,507,Kesic,,Bob,United Party,N,N,0
35001,Ajax,107,Ajax,531,Alexander,,Chris,Conservative,Y,N,131
35001,Ajax,107,Ajax,531,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,107,Ajax,531,Hill,,Jeff,Green Party,N,N,0
35001,Ajax,107,Ajax,531,Holland,,Mark,Liberal,N,Y,136
35001,Ajax,107,Ajax,531,Kesic,,Bob,United Party,N,N,0
35001,Ajax,108,Ajax,511,Alexander,,Chris,Conservative,Y,N,78
35001,Ajax,108,Ajax,511,Brown,,Stephanie,NDP-New Democratic Party,N,N,20
35001,Ajax,108,Ajax,511,Hill,,Jeff,Green Party,N,N,7
35001,Ajax,108,Ajax,511,Holland,,Mark,Liberal,N,Y,137
35001,Ajax,108,Ajax,511,Kesic,,Bob,United Party,N,N,0
35001,Ajax,109,Ajax,434,Alexander,,Chris,Conservative,Y,N,77
35001,Ajax,109,Ajax,434,Brown,,Stephanie,NDP-New Democratic Party,N,N,13
35001,Ajax,109,Ajax,434,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,109,Ajax,434,Holland,,Mark,Liberal,N,Y,124
35001,Ajax,109,Ajax,434,Kesic,,Bob,United Party,N,N,0
35001,Ajax,110,Ajax,438,Alexander,,Chris,Conservative,Y,N,92
35001,Ajax,110,Ajax,438,Brown,,Stephanie,NDP-New Democratic Party,N,N,13
35001,Ajax,110,Ajax,438,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,110,Ajax,438,Holland,,Mark,Liberal,N,Y,87
35001,Ajax,110,Ajax,438,Kesic,,Bob,United Party,N,N,1
35001,Ajax,111,Ajax,396,Alexander,,Chris,Conservative,Y,N,86
35001,Ajax,111,Ajax,396,Brown,,Stephanie,NDP-New Democratic Party,N,N,14
35001,Ajax,111,Ajax,396,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,111,Ajax,396,Holland,,Mark,Liberal,N,Y,109
35001,Ajax,111,Ajax,396,Kesic,,Bob,United Party,N,N,0
35001,Ajax,112,Ajax,395,Alexander,,Chris,Conservative,Y,N,75
35001,Ajax,112,Ajax,395,Brown,,Stephanie,NDP-New Democratic Party,N,N,16
35001,Ajax,112,Ajax,395,Hill,,Jeff,Green Party,N,N,2
35001,Ajax,112,Ajax,395,Holland,,Mark,Liberal,N,Y,92
35001,Ajax,112,Ajax,395,Kesic,,Bob,United Party,N,N,0
35001,Ajax,113,Ajax,415,Alexander,,Chris,Conservative,Y,N,74
35001,Ajax,113,Ajax,415,Brown,,Stephanie,NDP-New Democratic Party,N,N,16
35001,Ajax,113,Ajax,415,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,113,Ajax,415,Holland,,Mark,Liberal,N,Y,95
35001,Ajax,113,Ajax,415,Kesic,,Bob,United Party,N,N,1
35001,Ajax,114,Ajax,379,Alexander,,Chris,Conservative,Y,N,66
35001,Ajax,114,Ajax,379,Brown,,Stephanie,NDP-New Democratic Party,N,N,29
35001,Ajax,114,Ajax,379,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,114,Ajax,379,Holland,,Mark,Liberal,N,Y,93
35001,Ajax,114,Ajax,379,Kesic,,Bob,United Party,N,N,0
35001,Ajax,115,Ajax,412,Alexander,,Chris,Conservative,Y,N,66
35001,Ajax,115,Ajax,412,Brown,,Stephanie,NDP-New Democratic Party,N,N,14
35001,Ajax,115,Ajax,412,Hill,,Jeff,Green Party,N,N,8
35001,Ajax,115,Ajax,412,Holland,,Mark,Liberal,N,Y,113
35001,Ajax,115,Ajax,412,Kesic,,Bob,United Party,N,N,1
35001,Ajax,116,Ajax,312,Alexander,,Chris,Conservative,Y,N,93
35001,Ajax,116,Ajax,312,Brown,,Stephanie,NDP-New Democratic Party,N,N,10
35001,Ajax,116,Ajax,312,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,116,Ajax,312,Holland,,Mark,Liberal,N,Y,82
35001,Ajax,116,Ajax,312,Kesic,,Bob,United Party,N,N,0
35001,Ajax,117,Ajax,427,Alexander,,Chris,Conservative,Y,N,81
35001,Ajax,117,Ajax,427,Brown,,Stephanie,NDP-New Democratic Party,N,N,23
35001,Ajax,117,Ajax,427,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,117,Ajax,427,Holland,,Mark,Liberal,N,Y,134
35001,Ajax,117,Ajax,427,Kesic,,Bob,United Party,N,N,1
35001,Ajax,118,Ajax,403,Alexander,,Chris,Conservative,Y,N,91
35001,Ajax,118,Ajax,403,Brown,,Stephanie,NDP-New Democratic Party,N,N,13
35001,Ajax,118,Ajax,403,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,118,Ajax,403,Holland,,Mark,Liberal,N,Y,132
35001,Ajax,118,Ajax,403,Kesic,,Bob,United Party,N,N,0
35001,Ajax,119,Ajax,421,Alexander,,Chris,Conservative,Y,N,71
35001,Ajax,119,Ajax,421,Brown,,Stephanie,NDP-New Democratic Party,N,N,24
35001,Ajax,119,Ajax,421,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,119,Ajax,421,Holland,,Mark,Liberal,N,Y,115
35001,Ajax,119,Ajax,421,Kesic,,Bob,United Party,N,N,0
35001,Ajax,120,Ajax,452,Alexander,,Chris,Conservative,Y,N,80
35001,Ajax,120,Ajax,452,Brown,,Stephanie,NDP-New Democratic Party,N,N,11
35001,Ajax,120,Ajax,452,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,120,Ajax,452,Holland,,Mark,Liberal,N,Y,134
35001,Ajax,120,Ajax,452,Kesic,,Bob,United Party,N,N,0
35001,Ajax,121,Ajax,404,Alexander,,Chris,Conservative,Y,N,67
35001,Ajax,121,Ajax,404,Brown,,Stephanie,NDP-New Democratic Party,N,N,22
35001,Ajax,121,Ajax,404,Hill,,Jeff,Green Party,N,N,0
35001,Ajax,121,Ajax,404,Holland,,Mark,Liberal,N,Y,107
35001,Ajax,121,Ajax,404,Kesic,,Bob,United Party,N,N,1
35001,Ajax,122,Ajax,502,Alexander,,Chris,Conservative,Y,N,82
35001,Ajax,122,Ajax,502,Brown,,Stephanie,NDP-New Democratic Party,N,N,14
35001,Ajax,122,Ajax,502,Hill,,Jeff,Green Party,N,N,3
35001,Ajax,122,Ajax,502,Holland,,Mark,Liberal,N,Y,135
35001,Ajax,122,Ajax,502,Kesic,,Bob,United Party,N,N,0
35001,Ajax,123,Ajax,329,Alexander,,Chris,Conservative,Y,N,54
35001,Ajax,123,Ajax,329,Brown,,Stephanie,NDP-New Democratic Party,N,N,15
35001,Ajax,123,Ajax,329,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,123,Ajax,329,Holland,,Mark,Liberal,N,Y,111
35001,Ajax,123,Ajax,329,Kesic,,Bob,United Party,N,N,0
35001,Ajax,124,Ajax,456,Alexander,,Chris,Conservative,Y,N,69
35001,Ajax,124,Ajax,456,Brown,,Stephanie,NDP-New Democratic Party,N,N,21
35001,Ajax,124,Ajax,456,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,124,Ajax,456,Holland,,Mark,Liberal,N,Y,142
35001,Ajax,124,Ajax,456,Kesic,,Bob,United Party,N,N,1
35001,Ajax,125,Ajax,450,Alexander,,Chris,Conservative,Y,N,78
35001,Ajax,125,Ajax,450,Brown,,Stephanie,NDP-New Democratic Party,N,N,42
35001,Ajax,125,Ajax,450,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,125,Ajax,450,Holland,,Mark,Liberal,N,Y,86
35001,Ajax,125,Ajax,450,Kesic,,Bob,United Party,N,N,1
35001,Ajax,126,Ajax,462,Alexander,,Chris,Conservative,Y,N,98
35001,Ajax,126,Ajax,462,Brown,,Stephanie,NDP-New Democratic Party,N,N,35
35001,Ajax,126,Ajax,462,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,126,Ajax,462,Holland,,Mark,Liberal,N,Y,97
35001,Ajax,126,Ajax,462,Kesic,,Bob,United Party,N,N,0
35001,Ajax,127,Ajax,386,Alexander,,Chris,Conservative,Y,N,59
35001,Ajax,127,Ajax,386,Brown,,Stephanie,NDP-New Democratic Party,N,N,30
35001,Ajax,127,Ajax,386,Hill,,Jeff,Green Party,N,N,5
35001,Ajax,127,Ajax,386,Holland,,Mark,Liberal,N,Y,96
35001,Ajax,127,Ajax,386,Kesic,,Bob,United Party,N,N,0
35001,Ajax,128,Ajax,299,Alexander,,Chris,Conservative,Y,N,55
35001,Ajax,128,Ajax,299,Brown,,Stephanie,NDP-New Democratic Party,N,N,11
35001,Ajax,128,Ajax,299,Hill,,Jeff,Green Party,N,N,1
35001,Ajax,128,Ajax,299,Holland,,Mark,Liberal,N,Y,84
35001,Ajax,128,Ajax,299,Kesic,,Bob,United Party,N,N,0
35001,Ajax,129,Ajax,483,Alexander,,Chris,Conservative,Y,N,100
35001,Ajax,129,Ajax,483,Brown,,Stephanie,NDP-New Democratic Party,N,N,26
35001,Ajax,129,Ajax,483,Hill,,Jeff,Green Party,N,N,4
35001,Ajax,129,Ajax,483,Holland,,Mark,Liberal,N,Y,114
35001,Ajax,129,Ajax,483,Kesic,,Bob,United Party,N,N,0
35001,Ajax,130,Ajax,363,Alexander,,Chris,Conservative,Y,N,61
35001,Ajax,130,Ajax,363,Brown,,Stephanie,NDP-New Democratic Party,N,N,17
35001,Ajax,130,Ajax,363,Hill,,Jeff,Green Party,N,N,6
35001,Ajax,130,Ajax,363,Holland,,Mark,Liberal,N,Y,94
35001,Ajax,130,Ajax,363,Kesic,,Bob,United Party,N,N,0
35001,Ajax,131,Ajax,471,Alexander,,Chris,Conservative,Y,N,54
